win/lose,game_mode,game_date,game_duration,champion,role,CS,kills,deaths,assists,Vision Score,KP,Summoner Spell 1,Summoner Spell 2,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Ward,KDA,CS/min
5th place,Arena,2024-05-08,00:24:10,Caitlyn,Jungle,1,8,6,3,0,100%,None,None,Bloodthirster,Berserker's Greaves,Sword of the Divine,Infinity Edge,Lord Dominik's Regards,Kraken Slayer,Arcane Sweeper,1.83,0.04
7th place,Arena,2024-05-08,00:18:31,Briar,Top,0,1,8,3,0,80%,None,None,Guardian's Dirk,Plated Steelcaps,Hemomancer's Helm,Hellfire Hatchet,Blade of The Ruined King,None,Arcane Sweeper,0.5,0.0
Defeat,Normal (Draft Pick),2024-05-08,00:29:05,Diana,Mid,210,2,8,3,10,63%,Flash,Teleport,Doran's Ring,Seeker's Armguard,Shadowflame,Sorcerer's Shoes,Lich Bane,None,Stealth Ward,0.62,7.22
Defeat,Normal (Draft Pick),2024-05-08,00:21:04,Samira,Adc,166,3,6,1,9,33%,Flash,Heal,Doran's Blade,The Collector,Plated Steelcaps,Infinity Edge,Long Sword,None,Stealth Ward,0.67,7.88
Defeat,Normal (Draft Pick),2024-05-08,00:31:13,Akali,Mid,179,15,7,5,18,43%,Flash,Teleport,Doran's Shield,Zhonya's Hourglass,Sorcerer's Shoes,Shadowflame,Lich Bane,Needlessly Large Rod,Stealth Ward,2.86,5.73
Victory,Normal (Draft Pick),2024-05-08,00:33:47,Swain,Mid,277,9,1,10,15,73%,Flash,Teleport,Liandry's Torment,Zhonya's Hourglass,Malignance,Sorcerer's Shoes,Spectre's Cowl,Rylai's Crystal Scepter,Stealth Ward,19.0,8.2
Victory,Normal (Draft Pick),2024-05-08,00:18:05,Sylas,Mid,113,7,0,5,9,80%,Flash,Teleport,Doran's Ring,Lich Bane,Sorcerer's Shoes,Needlessly Large Rod,Hextech Alternator,None,Stealth Ward,0.0,6.25
Victory,Normal (Draft Pick),2024-05-08,00:44:43,Vex,Mid,261,13,11,17,32,51%,Flash,Teleport,Rabadon's Deathcap,Zhonya's Hourglass,Sorcerer's Shoes,Stormsurge,Luden's Companion,Shadowflame,Stealth Ward,2.73,5.84
Victory,Soloqueue,2024-05-07,00:30:13,Hwei,Mid,170,10,3,9,17,40%,Flash,Teleport,Doran's Ring,Health Potion,Seraph's Embrace,Horizon Focus,Sorcerer's Shoes,Cryptbloom,Stealth Ward,6.33,5.63
Victory,Normal (Draft Pick),2024-05-07,00:33:57,Ezreal,Adc,241,10,6,11,13,51%,Flash,Heal,Essence Reaver,Tiamat,Muramana,Ionian Boots of Lucidity,Spear of Shojin,Serylda's Grudge,Stealth Ward,3.5,7.1
5th place,Arena,2024-05-07,00:25:59,Braum,Mid,0,6,6,3,0,100%,None,None,Moonflair Spellblade,Talisman Of Ascension,Mercury's Treads,"Jak'Sho, The Protean",None,None,Arcane Sweeper,1.5,0.0
Victory,Normal (Draft Pick),2024-05-07,00:35:31,Hwei,Mid,262,4,7,12,15,32%,Flash,Teleport,Seraph's Embrace,Zhonya's Hourglass,Sorcerer's Shoes,Horizon Focus,Fiendish Codex,None,Farsight Alteration,2.29,7.38
Defeat,Soloqueue,2024-05-06,00:24:10,Hwei,Mid,155,3,5,5,15,53%,Flash,Teleport,Seraph's Embrace,Sorcerer's Shoes,Horizon Focus,Doran's Ring,Blighting Jewel,Glowing Mote,Stealth Ward,1.6,6.41
Victory,Soloqueue,2024-05-06,00:40:24,Lux,Mid,272,6,7,10,22,41%,Flash,Teleport,Blasting Wand,Zhonya's Hourglass,Malignance,Rabadon's Deathcap,Horizon Focus,Sorcerer's Shoes,Stealth Ward,2.29,6.73
Defeat,Normal (Draft Pick),2024-05-05,00:39:31,Katarina,Mid,186,14,12,9,25,55%,Flash,Ignite,Mejai's Soulstealer,Zhonya's Hourglass,Shadowflame,Sorcerer's Shoes,Nashor's Tooth,Rabadon's Deathcap,Stealth Ward,1.92,4.71
Defeat,Normal (Draft Pick),2024-05-05,00:25:15,Qiyana,Mid,156,7,5,1,10,42%,Flash,Ignite,Youmuu's Ghostblade,Profane Hydra,Ionian Boots of Lucidity,Last Whisper,The Brutalizer,None,Stealth Ward,1.6,6.18
Defeat,Normal (Draft Pick),2024-05-05,00:23:22,Qiyana,Mid,114,8,7,8,15,67%,Flash,Ignite,Youmuu's Ghostblade,Profane Hydra,Ionian Boots of Lucidity,Doran's Blade,Pickaxe,Glowing Mote,Stealth Ward,2.29,4.88
Victory,Normal (Draft Pick),2024-05-05,00:34:14,Camille,Top,210,8,5,10,20,50%,Flash,Teleport,Sterak's Gage,Ravenous Hydra,Trinity Force,Plated Steelcaps,Caulfield's Warhammer,Glowing Mote,Stealth Ward,3.6,6.13
Victory,Soloqueue,2024-05-05,00:25:05,Hwei,Mid,155,7,2,11,11,50%,Flash,Teleport,Seraph's Embrace,Sorcerer's Shoes,Cryptbloom,Horizon Focus,None,None,Stealth Ward,9.0,6.18
Defeat,Soloqueue,2024-05-05,00:39:12,Akshan,Mid,184,7,16,4,24,37%,Flash,Ignite,Terminus,Kraken Slayer,Blade of The Ruined King,Berserker's Greaves,Wit's End,Recurve Bow,Stealth Ward,0.69,4.69
Defeat,Soloqueue,2024-05-05,00:27:17,Hwei,Mid,194,8,5,3,12,65%,Flash,Teleport,Doran's Ring,Horizon Focus,Sorcerer's Shoes,Seraph's Embrace,Liandry's Torment,Fiendish Codex,Stealth Ward,2.2,7.11
Victory,Soloqueue,2024-05-05,00:36:59,Hwei,Mid,220,12,6,11,26,58%,Flash,Teleport,Rabadon's Deathcap,Needlessly Large Rod,Sorcerer's Shoes,Seraph's Embrace,Cryptbloom,Horizon Focus,Stealth Ward,3.83,5.95
4th place,Arena,2024-05-02,00:26:19,Brand,None,0,5,6,8,0,93%,None,None,Guardian's Orb,Demonic Embrace,Cruelty,Liandry's Anguish,Rylai's Crystal Scepter,Sorcerer's Shoes,Arcane Sweeper,2.17,0.0
8th place,Arena,2024-05-02,00:23:36,Blitzcrank,Mid,0,1,5,4,0,100%,None,None,Guardian's Orb,Randuin's Omen,Radiant Virtue,Heartsteel,Sorcerer's Shoes,None,Arcane Sweeper,1.0,0.0
4th place,Arena,2024-05-02,00:22:36,Bel'Veth,None,0,8,7,1,0,100%,None,None,Guardian's Hammer,Berserker's Greaves,Hemomancer's Helm,Hellfire Hatchet,Blade of The Ruined King,Hamstringer,Arcane Sweeper,1.29,0.0
3rd place,Arena,2024-05-02,00:21:37,Ashe,Top,0,8,10,1,2,100%,None,None,Darksteel Talons,Berserker's Greaves,Hamstringer,Kraken Slayer,Hellfire Hatchet,None,Arcane Sweeper,0.9,0.0
4th place,Arena,2024-05-02,00:20:01,Aphelios,None,0,8,7,4,0,92%,None,None,Bloodthirster,Berserker's Greaves,Sword of the Divine,Kraken Slayer,Infinity Edge,Darksteel Talons,Arcane Sweeper,1.71,0.0
2nd place,Arena,2024-05-02,00:22:55,Anivia,None,2,10,5,5,0,88%,None,None,Rabadon's Deathcap,Zhonya's Hourglass,Detonation Orb,Liandry's Anguish,Rod of Ages,Crown of the Shattered Queen,Arcane Sweeper,3.0,0.09
3rd place,Arena,2024-05-02,00:22:37,Ahri,Mid,0,16,3,1,0,100%,None,None,Crown of the Shattered Queen,Everfrost,Sorcerer's Shoes,Malignance,Shadowflame,Runecarver,Arcane Sweeper,5.67,0.0
4th place,Arena,2024-05-02,00:21:42,Aatrox,None,0,9,5,7,0,100%,None,None,Atma's Reckoning,Profane Hydra,Divine Sunderer,Mercury's Treads,The Collector,Death's Dance,Arcane Sweeper,3.2,0.0
5th place,Arena,2024-05-02,00:22:17,Bel'Veth,Support,3,9,4,3,0,100%,None,None,Wit's End,Berserker's Greaves,Hemomancer's Helm,Hellfire Hatchet,Zephyr,Navori Quickblades,Arcane Sweeper,3.0,0.13
2nd place,Arena,2024-05-02,00:24:01,Bard,Jungle,0,6,7,9,0,94%,None,None,Rabadon's Deathcap,Empyrean Promise,Night Harvester,Morellonomicon,Lich Bane,Luden's Companion,Arcane Sweeper,2.14,0.0
3rd place,Arena,2024-05-02,00:25:26,Azir,None,3,9,14,3,0,100%,None,None,Innervating Locket,Zhonya's Hourglass,Runecarver,Nashor's Tooth,Liandry's Anguish,Banshee's Veil,Arcane Sweeper,0.86,0.12
4th place,Arena,2024-05-02,00:20:58,Aurelion Sol,Support,2,5,9,4,0,113%,None,None,Bloodletter's Curse,Zhonya's Hourglass,Runecarver,Liandry's Anguish,Rabadon's Deathcap,Sorcerer's Shoes,Arcane Sweeper,1.0,0.1
5th place,Arena,2024-05-02,00:21:04,Ashe,Jungle,0,3,7,8,1,92%,None,None,Flesheater,Berserker's Greaves,Dragonheart,Zephyr,Hellfire Hatchet,None,Arcane Sweeper,1.57,0.0
7th place,Arena,2024-05-02,00:18:28,Aphelios,Jungle,0,3,9,4,0,100%,None,None,Guardian's Hammer,Berserker's Greaves,Gambler's Blade,Kraken Slayer,Zephyr,Rapid Firecannon,Arcane Sweeper,0.78,0.0
1st place,Arena,2024-05-02,00:23:06,Annie,Mid,0,10,9,13,0,105%,None,None,Zhonya's Hourglass,Everfrost,Cruelty,Night Harvester,Liandry's Anguish,Void Staff,Arcane Sweeper,2.56,0.0
8th place,Arena,2024-05-02,00:20:49,Anivia,Support,0,2,8,2,0,100%,None,None,Guardian's Orb,Sorcerer's Shoes,Dragonheart,Rod of Ages,Liandry's Anguish,None,Arcane Sweeper,0.5,0.0
1st place,Arena,2024-05-02,00:21:29,Amumu,Mid,0,11,10,7,0,82%,None,None,Reality Fracture,Thornmail,Cruelty,Heartsteel,Force Of Entropy,Atma's Reckoning,Arcane Sweeper,1.8,0.0
2nd place,Arena,2024-05-02,00:25:10,Alistar,Top,0,2,5,20,0,105%,None,None,Knight's Vow,Frozen Heart,Shield of Molten Stone,Sunfire Aegis,Thornmail,Darksteel Talons,Arcane Sweeper,4.4,0.0
3rd place,Arena,2024-05-02,00:22:04,Akshan,Adc,0,6,5,5,0,92%,None,None,Dragonheart,Berserker's Greaves,Duskblade of Draktharr,Guinsoo's Rageblade,Kraken Slayer,None,Arcane Sweeper,2.2,0.0
1st place,Arena,2024-05-02,00:18:28,Akali,None,1,11,4,10,0,95%,None,None,Rabadon's Deathcap,Zhonya's Hourglass,Decapitator,Heartsteel,Riftmaker,Moonflair Spellblade,Arcane Sweeper,5.25,0.05
8th place,Arena,2024-05-02,00:22:17,Ahri,Top,1,1,6,1,0,100%,None,None,Guardian's Orb,Zhonya's Hourglass,Detonation Orb,Luden's Companion,Sorcerer's Shoes,None,Arcane Sweeper,0.33,0.04
8th place,Arena,2024-05-02,00:23:37,Aatrox,Jungle,0,1,5,5,0,100%,None,None,Guardian's Blade,Mercury's Treads,Dragonheart,Guardian Angel,Black Cleaver,Hellfire Hatchet,Arcane Sweeper,1.2,0.0
Defeat,Normal (Draft Pick),2024-05-01,00:27:22,Jhin,Adc,181,5,7,5,9,48%,Flash,Heal,Doran's Blade,Boots of Swiftness,Stormrazor,Infinity Edge,Kircheis Shard,Dagger,Stealth Ward,1.43,6.61
Victory,Normal (Draft Pick),2024-05-01,00:33:30,Kai'Sa,Adc,232,11,7,12,20,55%,Flash,Ghost,Rabadon's Deathcap,Statikk Shiv,Berserker's Greaves,Guinsoo's Rageblade,Nashor's Tooth,None,Stealth Ward,3.29,6.93
Defeat,Normal (Draft Pick),2024-05-01,00:16:41,Zoe,Mid,111,0,4,0,3,None,Flash,Ignite,Doran's Ring,Luden's Companion,Amplifying Tome,Boots,None,None,Stealth Ward,0.0,6.65
Defeat,Normal (Draft Pick),2024-05-01,00:15:42,Diana,Mid,103,1,3,0,3,25%,Flash,Ignite,Doran's Ring,Lich Bane,Boots,None,None,None,Stealth Ward,0.33,6.56
Defeat,Normal (Draft Pick),2024-05-01,00:30:12,Diana,Mid,191,5,12,3,11,50%,Flash,Ignite,Doran's Ring,Zhonya's Hourglass,Sorcerer's Shoes,Shadowflame,Lich Bane,None,Farsight Alteration,0.67,6.32
Defeat,ARAM,2024-04-23,00:20:49,Jhin,Support,91,13,13,23,0,62%,Flash,Ghost,The Collector,Boots of Swiftness,Axiom Arc,Serylda's Grudge,Rapid Firecannon,B. F. Sword,None,2.77,4.37
Defeat,ARAM,2024-04-23,00:21:38,Ashe,Support,70,3,19,13,4,40%,Flash,Ghost,Kraken Slayer,Blade of The Ruined King,Berserker's Greaves,Runaan's Hurricane,Negatron Cloak,None,None,0.84,3.24
Defeat,Soloqueue,2024-04-17,00:38:00,Hwei,Mid,250,4,6,6,19,53%,Flash,Teleport,Needlessly Large Rod,Sorcerer's Shoes,Horizon Focus,Seraph's Embrace,Cryptbloom,Hextech Alternator,Stealth Ward,1.67,6.58
Victory,Soloqueue,2024-04-17,00:40:28,Hwei,Mid,284,10,4,13,23,66%,Flash,Teleport,Needlessly Large Rod,Horizon Focus,Seraph's Embrace,Cryptbloom,Sorcerer's Shoes,Liandry's Torment,Farsight Alteration,5.75,7.02
Victory,Normal (Draft Pick),2024-04-10,00:28:40,Ezreal,Adc,215,15,4,12,10,54%,Flash,Cleanse,Cloth Armor,Muramana,Essence Reaver,Spear of Shojin,Ionian Boots of Lucidity,Serylda's Grudge,Farsight Alteration,6.75,7.5
Victory,Normal (Draft Pick),2024-04-10,00:28:20,Smolder,Adc,290,11,2,7,22,55%,Flash,Ghost,Essence Reaver,Spear of Shojin,Ionian Boots of Lucidity,Rapid Firecannon,Doran's Blade,Cloak of Agility,Stealth Ward,9.0,10.24
Defeat,Normal (Draft Pick),2024-04-10,00:19:00,Kai'Sa,Adc,137,3,3,1,10,44%,Flash,Cleanse,Doran's Blade,Recurve Bow,Statikk Shiv,Berserker's Greaves,Amplifying Tome,Pickaxe,Stealth Ward,1.33,7.21
Victory,Normal (Draft Pick),2024-04-10,00:37:44,Xayah,Adc,316,14,3,8,30,71%,Flash,Cleanse,Bloodthirster,Berserker's Greaves,Navori Flickerblade,Kraken Slayer,Lord Dominik's Regards,Steel Sigil,Stealth Ward,7.33,8.37
Victory,One For All,2024-04-05,00:10:14,Skarner,Mid,51,3,0,10,6,52%,Flash,Ghost,Tear of the Goddess,Health Potion,Doran's Shield,Iceborn Gauntlet,Plated Steelcaps,Cloth Armor,Stealth Ward,0.0,4.98
Defeat,One For All,2024-04-05,00:10:55,Skarner,Top,50,2,0,3,5,36%,Flash,Ghost,Iceborn Gauntlet,Plated Steelcaps,Tear of the Goddess,Bramble Vest,Ruby Crystal,None,Stealth Ward,0.0,4.58
Defeat,One For All,2024-04-04,00:21:50,Kayle,Jungle,117,7,10,8,13,60%,Flash,Ghost,Kraken Slayer,Berserker's Greaves,Guinsoo's Rageblade,Blade of The Ruined King,Terminus,None,Stealth Ward,1.5,5.36
Victory,One For All,2024-04-04,00:31:44,Volibear,Support,215,5,10,6,24,28%,Flash,Ghost,Nashor's Tooth,Mercury's Treads,Kaenic Rookern,Spirit Visage,Unending Despair,Riftmaker,Oracle Lens,1.1,6.78
Defeat,Normal (Draft Pick),2024-04-03,00:37:12,Sylas,Mid,249,9,8,8,22,50%,Flash,Teleport,Lich Bane,Zhonya's Hourglass,Sorcerer's Shoes,Shadowflame,Stormsurge,Blighting Jewel,Stealth Ward,2.12,6.69
Victory,Normal (Draft Pick),2024-04-03,00:17:55,Smolder,Adc,133,8,2,4,6,50%,Flash,Heal,Doran's Blade,Essence Reaver,Ionian Boots of Lucidity,Ruby Crystal,Pickaxe,Caulfield's Warhammer,Stealth Ward,6.0,7.42
Defeat,ARAM,2024-04-03,00:13:14,Cho'Gath,Mid,30,10,8,18,0,78%,Flash,Mark,Heartsteel,Refillable Potion,Mercury's Treads,Warmog's Armor,Sunfire Aegis,None,Poro-Snax,3.5,2.27
Defeat,Normal (Quickplay),2024-04-02,00:33:18,Fiora,Top,216,2,13,1,19,14%,Flash,Teleport,Trinity Force,Ravenous Hydra,Plated Steelcaps,Death's Dance,Ruby Crystal,None,Stealth Ward,0.23,6.49
Defeat,Normal (Quickplay),2024-04-02,00:46:09,Volibear,Jungle,258,3,10,7,18,22%,Flash,Smite,Sundered Sky,Dead Man's Plate,Spirit Visage,Ionian Boots of Lucidity,Thornmail,Warden's Mail,Oracle Lens,1.0,5.59
Victory,One For All,2024-04-02,00:24:17,Rakan,Mid,118,9,4,14,10,61%,Flash,Ghost,Malignance,Ionian Boots of Lucidity,Stormsurge,Shadowflame,Rabadon's Deathcap,None,Stealth Ward,5.75,4.86
Victory,ARAM,2024-04-02,00:14:33,Ekko,Adc,19,1,11,20,0,53%,Flash,Mark,Luden's Companion,Refillable Potion,Lich Bane,Sorcerer's Shoes,Aether Wisp,Amplifying Tome,Poro-Snax,1.91,1.31
Victory,Normal (Quickplay),2024-04-02,00:34:32,Kai'Sa,Adc,234,9,6,14,13,50%,Flash,Heal,Nashor's Tooth,Statikk Shiv,Berserker's Greaves,Guinsoo's Rageblade,Rabadon's Deathcap,None,Stealth Ward,3.83,6.78
Victory,Normal (Draft Pick),2024-04-01,00:26:17,Vex,Mid,243,11,1,9,13,57%,Flash,Teleport,Doran's Ring,Health Potion,Luden's Companion,Sorcerer's Shoes,Stormsurge,Shadowflame,Stealth Ward,20.0,9.25
Defeat,Normal (Draft Pick),2024-04-01,00:36:24,Hwei,Mid,294,6,5,9,16,43%,Flash,Teleport,Horizon Focus,Shadowflame,Seraph's Embrace,Sorcerer's Shoes,Cryptbloom,Amplifying Tome,Stealth Ward,3.0,8.08
Remake,Normal (Draft Pick),2024-04-01,00:01:47,Hwei,Mid,2,0,0,0,0,None,Flash,Teleport,Doran's Ring,Health Potion,None,None,None,None,Stealth Ward,0.0,1.12
Victory,Normal (Draft Pick),2024-04-01,00:32:55,Sylas,Mid,190,13,3,12,22,68%,Flash,Teleport,Doran's Ring,Zhonya's Hourglass,Stormsurge,Shadowflame,Sorcerer's Shoes,Needlessly Large Rod,Stealth Ward,8.33,5.77
Victory,ARAM,2024-04-01,00:24:25,Annie,Top,75,14,11,39,0,71%,Flash,Mark,Seraph's Embrace,Shadowflame,Malignance,Sorcerer's Shoes,Stormsurge,Void Staff,Poro-Snax,4.82,3.07
Remake,Normal (Draft Pick),2024-04-01,00:01:43,Hwei,Mid,1,0,0,0,0,None,Flash,Teleport,Doran's Ring,Health Potion,None,None,None,None,Stealth Ward,0.0,0.58
Defeat,Normal (Draft Pick),2024-04-01,00:17:06,Lux,Mid,118,2,4,2,7,33%,Flash,Teleport,Doran's Ring,Malignance,Sorcerer's Shoes,Fiendish Codex,Amplifying Tome,Amplifying Tome,Stealth Ward,1.0,6.9
Defeat,Normal (Draft Pick),2024-04-01,00:24:53,Kai'Sa,Adc,191,13,9,7,10,77%,Flash,Heal,Nashor's Tooth,Statikk Shiv,Berserker's Greaves,Guinsoo's Rageblade,Shadowflame,None,Stealth Ward,2.22,7.68
Victory,ARAM,2024-03-30,00:12:13,Briar,Top,26,8,7,28,0,75%,Flash,Mark,Sundered Sky,Mercury's Treads,Sterak's Gage,Spectre's Cowl,Kindlegem,None,Poro-Snax,5.14,2.13
Defeat,ARAM,2024-03-28,00:26:37,Pyke,Support,22,25,16,21,0,59%,Flash,Mark,Axiom Arc,The Collector,Ionian Boots of Lucidity,Edge of Night,Serylda's Grudge,Opportunity,Poro-Snax,2.88,0.83
Defeat,Normal (Draft Pick),2024-03-28,00:33:36,Caitlyn,Adc,241,11,7,13,23,75%,Flash,Heal,Bloodthirster,Berserker's Greaves,Stormrazor,Infinity Edge,Rapid Firecannon,Last Whisper,Stealth Ward,3.43,7.17
Victory,Normal (Draft Pick),2024-03-28,00:30:17,Kai'Sa,Adc,270,11,4,10,13,51%,Flash,Heal,Rabadon's Deathcap,Statikk Shiv,Berserker's Greaves,Guinsoo's Rageblade,Nashor's Tooth,Shadowflame,Stealth Ward,5.25,8.92
Defeat,Normal (Draft Pick),2024-03-28,00:24:25,Ahri,Mid,153,1,8,1,14,25%,Flash,Teleport,Doran's Ring,Malignance,Stormsurge,Sorcerer's Shoes,None,None,Stealth Ward,0.25,6.27
Victory,Normal (Draft Pick),2024-03-28,00:20:34,Xayah,Adc,153,6,2,3,6,38%,Flash,Cleanse,Doran's Blade,Kraken Slayer,Berserker's Greaves,B. F. Sword,Caulfield's Warhammer,Cloak of Agility,Stealth Ward,4.5,7.44
Defeat,Normal (Draft Pick),2024-03-28,00:15:47,Hwei,Mid,118,0,4,2,5,17%,Flash,Teleport,Doran's Ring,Liandry's Torment,Boots,Tear of the Goddess,None,None,Stealth Ward,0.5,7.48
Defeat,Normal (Draft Pick),2024-03-27,00:30:46,Kai'Sa,Mid,247,5,10,6,23,55%,Flash,Teleport,Statikk Shiv,Zhonya's Hourglass,Berserker's Greaves,Guinsoo's Rageblade,Nashor's Tooth,None,Stealth Ward,1.1,8.03
Defeat,Normal (Draft Pick),2024-03-27,00:28:25,Nilah,Adc,186,2,7,3,12,19%,Flash,Heal,Doran's Blade,The Collector,Navori Flickerblade,Berserker's Greaves,Cloak of Agility,None,Stealth Ward,0.71,6.55
Defeat,Normal (Draft Pick),2024-03-27,00:34:24,Smolder,Adc,212,3,13,9,12,52%,Flash,Heal,Rapid Firecannon,Essence Reaver,Spear of Shojin,Ionian Boots of Lucidity,Vampiric Scepter,Cloak of Agility,Farsight Alteration,0.92,6.16
Defeat,ARAM,2024-03-27,00:19:35,Vayne,Mid,63,10,12,16,0,65%,Flash,Ghost,Guardian's Hammer,Guinsoo's Rageblade,Berserker's Greaves,Blade of The Ruined King,Terminus,Vampiric Scepter,None,2.17,3.22
Victory,Normal (Draft Pick),2024-03-27,00:27:06,Hwei,Mid,197,7,3,4,15,46%,Flash,Teleport,Cryptbloom,Seraph's Embrace,Ionian Boots of Lucidity,Horizon Focus,Needlessly Large Rod,None,Stealth Ward,3.67,7.27
Defeat,ARAM,2024-03-25,00:19:04,Samira,Mid,98,14,14,14,0,76%,Flash,Mark,Guardian's Hammer,Immortal Shieldbow,Mercury's Treads,The Collector,Infinity Edge,Death's Dance,None,2.0,5.14
Defeat,ARAM,2024-03-25,00:14:00,Urgot,Top,59,8,10,14,0,73%,Flash,Mark,Plated Steelcaps,Titanic Hydra,Heartsteel,Phage,Ruby Crystal,Caulfield's Warhammer,None,2.2,4.21
Defeat,ARAM,2024-03-25,00:12:44,Jayce,Top,29,6,9,16,0,76%,Flash,Mark,Hubris,Ionian Boots of Lucidity,Muramana,Last Whisper,Glowing Mote,None,Poro-Snax,2.44,2.28
Defeat,Normal (Draft Pick),2024-03-25,00:36:09,Kai'Sa,Adc,257,12,10,1,26,42%,Flash,Heal,Wit's End,Kaenic Rookern,Berserker's Greaves,Guinsoo's Rageblade,Nashor's Tooth,Statikk Shiv,Stealth Ward,1.3,7.11
Victory,Normal (Draft Pick),2024-03-25,00:29:39,Kai'Sa,Adc,231,4,9,9,25,28%,Flash,Heal,Doran's Blade,Statikk Shiv,Berserker's Greaves,Guinsoo's Rageblade,Nashor's Tooth,Needlessly Large Rod,Stealth Ward,1.44,7.79
Defeat,Normal (Draft Pick),2024-03-25,00:31:26,Smolder,Adc,230,1,10,7,22,38%,Flash,Heal,Rapid Firecannon,Essence Reaver,Ionian Boots of Lucidity,Spear of Shojin,Haunting Guise,None,Stealth Ward,0.8,7.32
Victory,ARAM,2024-03-24,00:26:53,Akali,Mid,28,15,20,16,0,41%,Flash,Mark,Lich Bane,Zhonya's Hourglass,Shadowflame,Rabadon's Deathcap,Sorcerer's Shoes,Verdant Barrier,None,1.55,1.04
Defeat,ARAM,2024-03-24,00:23:54,Zeri,Jungle,115,17,17,36,0,77%,Flash,Ghost,Statikk Shiv,Berserker's Greaves,Navori Flickerblade,Runaan's Hurricane,Immortal Shieldbow,Bloodthirster,None,3.12,4.81
Defeat,Normal (Draft Pick),2024-03-24,00:21:13,Yone,Mid,150,2,4,1,8,38%,Flash,Ignite,Doran's Blade,Kraken Slayer,Berserker's Greaves,Vampiric Scepter,Pickaxe,Recurve Bow,Stealth Ward,0.75,7.07
Defeat,Normal (Draft Pick),2024-03-24,00:44:10,Twitch,Adc,258,9,9,11,29,48%,Flash,Heal,Blade of The Ruined King,Zhonya's Hourglass,Ionian Boots of Lucidity,Rabadon's Deathcap,Needlessly Large Rod,Nashor's Tooth,Stealth Ward,2.22,5.84
Victory,Normal (Draft Pick),2024-03-24,00:35:17,Senna,Adc,185,3,7,13,21,37%,Flash,Heal,Pickaxe,Youmuu's Ghostblade,Boots of Swiftness,Opportunity,Rapid Firecannon,B. F. Sword,Stealth Ward,2.29,5.24
Victory,One For All,2024-03-23,00:17:06,Malzahar,Top,66,5,5,10,7,47%,Flash,Teleport,Seraph's Embrace,Liandry's Torment,Sorcerer's Shoes,Rylai's Crystal Scepter,None,None,Stealth Ward,3.0,3.86
Defeat,One For All,2024-03-23,00:23:04,Yasuo,Top,158,2,7,6,12,47%,Flash,Ghost,Immortal Shieldbow,Blade of The Ruined King,Berserker's Greaves,Kraken Slayer,Steel Sigil,Long Sword,Stealth Ward,1.14,6.85
Victory,One For All,2024-03-23,00:11:50,Annie,Jungle,59,10,1,8,2,50%,Flash,Ignite,Malignance,Fiendish Codex,Sorcerer's Shoes,Liandry's Torment,Lost Chapter,Tear of the Goddess,Stealth Ward,18.0,4.99
Defeat,One For All,2024-03-22,00:32:39,Heimerdinger,Top,152,5,5,9,20,45%,Flash,Teleport,Liandry's Torment,Zhonya's Hourglass,Sorcerer's Shoes,Rylai's Crystal Scepter,Rabadon's Deathcap,Shadowflame,Stealth Ward,2.8,4.66
Defeat,One For All,2024-03-22,00:15:07,Yorick,Top,126,11,4,2,2,38%,Flash,Ghost,Plated Steelcaps,Profane Hydra,Eclipse,Thornmail,Trinity Force,Caulfield's Warhammer,Stealth Ward,3.25,8.34
Victory,One For All,2024-03-22,00:27:18,Illaoi,Jungle,126,11,9,6,13,43%,Flash,Ghost,Iceborn Gauntlet,"Jak'Sho, The Protean",Plated Steelcaps,Sundered Sky,Black Cleaver,Sterak's Gage,Stealth Ward,1.89,4.62
Defeat,One For All,2024-03-22,00:18:48,Aurelion Sol,Support,94,11,6,5,10,70%,Flash,Teleport,Sorcerer's Shoes,Rylai's Crystal Scepter,Shadowflame,Seraph's Embrace,Liandry's Torment,Needlessly Large Rod,Stealth Ward,2.67,5.0
Victory,One For All,2024-03-22,00:32:06,Kai'Sa,Jungle,204,7,11,18,14,48%,Flash,Ghost,Muramana,Cryptbloom,Luden's Companion,Force of Nature,Rabadon's Deathcap,Kaenic Rookern,Oracle Lens,2.27,6.36
Victory,One For All,2024-03-21,00:23:28,Graves,Mid,154,8,2,8,3,44%,Flash,Ghost,The Collector,Lord Dominik's Regards,Mercury's Treads,Immortal Shieldbow,Kaenic Rookern,B. F. Sword,Oracle Lens,8.0,6.56
Victory,One For All,2024-03-21,00:19:03,Mordekaiser,Top,106,5,3,3,6,32%,Flash,Ghost,Rylai's Crystal Scepter,Mercury's Treads,Riftmaker,Kaenic Rookern,Null-Magic Mantle,None,Stealth Ward,2.67,5.56
Defeat,One For All,2024-03-21,00:13:29,Garen,Top,52,3,4,0,5,75%,Flash,Ghost,Doran's Shield,Stridebreaker,Mercury's Treads,Spectre's Cowl,Null-Magic Mantle,None,Stealth Ward,0.75,3.86
Defeat,One For All,2024-03-21,00:27:43,Lissandra,Top,122,4,9,18,11,48%,Flash,Teleport,Malignance,Zhonya's Hourglass,Sorcerer's Shoes,Shadowflame,Cryptbloom,Needlessly Large Rod,Stealth Ward,2.44,4.4
Defeat,Normal (Draft Pick),2024-03-20,00:31:57,Ezreal,Adc,196,2,11,7,18,25%,Flash,Heal,Muramana,Essence Reaver,Ionian Boots of Lucidity,Navori Flickerblade,Long Sword,None,Stealth Ward,0.82,6.13
